title,author,rating,description,language,genres,pages,publisher,publishDate,numRatings,ratingsByStars,likedPercent,coverImg
Dragonfly in Amber,Diana Gabaldon (Goodreads Author),4.32,"From the author of Outlander... a magnificent epic that once again sweeps us back in time to the drama and passion of 18th-century Scotland...For twenty years Claire Randall has kept her secrets. But now she is returning with her grown daughter to Scotland's majestic mist-shrouded hills. Here Claire plans to reveal a truth as stunning as the events that gave it birth: about the mystery of an ancient circle of standing stones ...about a love that transcends the boundaries of time ...and about James Fraser, a Scottish warrior whose gallantry once drew a young Claire from the security of her century to the dangers of his ....Now a legacy of blood and desire will test her beautiful copper-haired daughter, Brianna, as Claire's spellbinding journey of self-discovery continues in the intrigue-ridden Paris court of Charles Stuart ...in a race to thwart a doomed Highlands uprising ...and in a desperate fight to save both the child and the man she loves....",English,"[""Historical Fiction"", ""Romance"", ""Fantasy"", ""Fiction"", ""Time Travel"", ""Historical"", ""Historical Romance"", ""Audiobook"", ""Scotland"", ""Adult""]",963,Bantam,08/07/01,287189,"[""146929"", ""95398"", ""36063"", ""6752"", ""2047""]",97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456114344l/5364.jpg
Breakfast of Champions,Kurt Vonnegut Jr.,4.07,"Alternate cover for this ISBN can be found hereIn Breakfast of Champions, one of Kurt Vonnegut’s  most beloved characters, the aging writer Kilgore Trout, finds to his horror that a Midwest car dealer is taking his fiction as truth. What follows is murderously funny satire, as Vonnegut looks at war, sex, racism, success, politics, and pollution in America and reminds us how to see the truth.",English,"[""Fiction"", ""Classics"", ""Science Fiction"", ""Humor"", ""Literature"", ""Novels"", ""American"", ""Literary Fiction"", ""Audiobook"", ""Comedy""]",303,Dell Publishing,05/28/99,222835,"[""84123"", ""85743"", ""41092"", ""9070"", ""2807""]",95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446l/4980.jpg
The BFG,"Roald Dahl, Quentin Blake (Illustrator)",4.22,"Captured by a giant! The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, the Fleshlumpeater, the Bonecruncher, or any of the other giants-rather than the BFG-she would have soon become breakfast. When Sophie hears that they are flush-bunking off in England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",English,"[""Fantasy"", ""Childrens"", ""Fiction"", ""Classics"", ""Young Adult"", ""Middle Grade"", ""Humor"", ""Adventure"", ""Audiobook"", ""Juvenile""]",199,Puffin Books,10/28/01,373279,"[""181409"", ""117552"", ""56771"", ""11846"", ""5701""]",95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673l/6319.jpg
Six of Crows,Leigh Bardugo (Goodreads Author),4.43,Ketterdam: a bustling hub of international trade where anything can be had for the right price—and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can’t pull it off alone. . . .A convict with a thirst for revengeA sharpshooter who can’t walk away from a wagerA runaway with a privileged pastA spy known as the WraithA Heartrender using her magic to survive the slumsA thief with a gift for unlikely escapesKaz’s crew is the only thing that might stand between the world and destruction—if they don’t kill each other first.,English,"[""Fantasy"", ""Young Adult"", ""Fiction"", ""Young Adult Fantasy"", ""Adventure"", ""Magic"", ""Romance"", ""LGBT"", ""High Fantasy"", ""Audiobook""]",465,Henry Holt and Company,09/29/15,315707,"[""187881"", ""90755"", ""26115"", ""6821"", ""4135""]",97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459349344l/23437156.jpg
Harry Potter Series Box Set,J.K. Rowling,4.73,"Over 4000 pages of Harry Potter and his world, including all 7 books.

All seven eBooks in the multi-award winning, internationally bestselling Harry Potter series, available as one download with stunning cover art by Olly Moss. Enjoy the stories that have captured the imagination of millions worldwide.",English,"[""Fantasy"", ""Young Adult"", ""Fiction"", ""Magic"", ""Adventure"", ""Childrens"", ""Classics"", ""Science Fiction Fantasy"", ""Middle Grade"", ""Novels""]",4100,Arthur A. Levine Books,10/01/07,251756,"[""202540"", ""36670"", ""8713"", ""1917"", ""1916""]",98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534298934l/862041._SX318_.jpg
The Origin of Species,Charles Darwin,3.98,"Darwin's theory of natural selection issued a profound challenge to orthodox thought and belief: no being or species has been specifically created; all are locked into a pitiless struggle for existence, with extinction looming for those not fitted for the task. Yet The Origin of Species (1859) is also a humane and inspirational vision of ecological interrelatedness, revealing the complex mutual interdependencies between animal and plant life, climate and physical environment, and—by implication—within the human world. Written for the general reader, in a style which combines the rigour of science with the subtlety of literature, The Origin of Species remains one of the founding documents of the modern age.",English,"[""Science"", ""Nonfiction"", ""Classics"", ""Biology"", ""Evolution"", ""Philosophy"", ""History"", ""Nature"", ""Anthropology"", ""Reference""]",703,Castle Books,05/01/04,99334,"[""40064"", ""30254"", ""19434"", ""5763"", ""3819""]",90,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298417570l/22463.jpg
A Fine Balance,Rohinton Mistry,4.35,"With a compassionate realism and narrative sweep that recall the work of Charles Dickens, this magnificent novel captures all the cruelty and corruption, dignity and heroism, of India. The time is 1975. The place is an unnamed city by the sea. The government has just declared a State of Emergency, in whose upheavals four strangers--a spirited widow, a young student uprooted from his idyllic hill station, and two tailors who have fled the caste violence of their native village--will be thrust together, forced to share one cramped apartment and an uncertain future. As the characters move from distrust to friendship and from friendship to love, A Fine Balance creates an enduring panorama of the human spirit in an inhuman state.",English,"[""Fiction"", ""India"", ""Historical Fiction"", ""Canada"", ""Indian Literature"", ""Asia"", ""Literary Fiction"", ""Novels"", ""Literature"", ""Historical""]",603,Vintage,11/30/01,129262,"[""72051"", ""37946"", ""13361"", ""3848"", ""2056""]",95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551173390l/5211._SY475_.jpg
Daughter of Smoke & Bone,Laini Taylor (Goodreads Author),4.01,"Around the world, black hand prints are appearing on doorways, scorched there by winged strangers who have crept through a slit in the sky.In a dark and dusty shop, a devil’s supply of human teeth grows dangerously low.And in the tangled lanes of Prague, a young art student is about to be caught up in a brutal otherworldly war.Meet Karou. She fills her sketchbooks with monsters that may or may not be real, she’s prone to disappearing on mysterious ""errands"", she speaks many languages - not all of them human - and her bright blue hair actually grows out of her head that color. Who is she? That is the question that haunts her, and she’s about to find out.When beautiful, haunted Akiva fixes fiery eyes on her in an alley in Marrakesh, the result is blood and starlight, secrets unveiled, and a star-crossed love whose roots drink deep of a violent past. But will Karou live to regret learning the truth about herself?",English,"[""Fantasy"", ""Young Adult"", ""Romance"", ""Paranormal"", ""Angels"", ""Urban Fantasy"", ""Fiction"", ""Magic"", ""Young Adult Fantasy"", ""Supernatural""]",418,"Little, Brown Books for Young Readers",09/27/11,310751,"[""124211"", ""103821"", ""54394"", ""17960"", ""10365""]",91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461353773l/8490112.jpg
The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov (Introduction), Mervyn Peake (Illustrator), Théo Varlet (Translation), Patrick Horgan (Narrator), Dan Chaon (Goodreads Author) (Afterword)",3.82,"Strange Case of Dr Jekyll and Mr Hyde is the original title of a novella written by the famous Scottish author Robert Louis Stevenson that was first published in 1886. The work is commonly known today as The Strange Case of Dr Jekyll and Mr Hyde, Dr Jekyll and Mr Hyde, or simply Jekyll & Hyde. It is about a London lawyer named John Gabriel Utterson who investigates strange occurrences between his old friend, Dr Henry Jekyll, and the evil Edward Hyde.",English,"[""Classics"", ""Fiction"", ""Horror"", ""Science Fiction"", ""Mystery"", ""Gothic"", ""Fantasy"", ""Literature"", ""19th Century"", ""School""]",144,Signet Classics,09/02/03,384495,"[""99183"", ""149260"", ""108235"", ""22772"", ""5045""]",93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318116526l/51496.jpg
City of Heavenly Fire,Cassandra Clare (Goodreads Author),4.44,"In this dazzling and long-awaited conclusion to the acclaimed Mortal Instruments series, Clary and her friends fight the greatest evil they have ever faced: Clary's own brother.Sebastian Morgenstern is on the move, systematically turning Shadowhunter against Shadowhunter. Bearing the Infernal Cup, he transforms Shadowhunters into creatures out of nightmare, tearing apart families and lovers as the ranks of his Endarkened army swell.The embattled Shadowhunters withdraw to Idris - but not even the famed demon towers of Alicante can keep Sebastian at bay. And with the Nephilim trapped in Idris, who will guard the world against demons?When one of the greatest betrayals the Nephilim have ever known is revealed, Clary, Jace, Isabelle, Simon, and Alec must flee - even if their journey takes them deep into the demon realms, where no Shadowhunter has set foot before, and from which no human being has ever returned...Love will be sacrificed and lives lost in the terrible battle for the fate of the word in the thrilling final installment of the classic urban fantasy series The Mortal Instruments!",English,"[""Fantasy"", ""Young Adult"", ""Romance"", ""Paranormal"", ""Urban Fantasy"", ""Vampires"", ""Angels"", ""Fiction"", ""Magic"", ""Supernatural""]",725,Margaret K. McElderry Books,05/27/14,288767,"[""177308"", ""73444"", ""28112"", ""6818"", ""3085""]",97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477794l/8755785.jpg
Evermore,Alyson Noel (Goodreads Author),3.59,"The first book in Alyson Noël's extraordinary new Immortals series. Enter an enchanting new world, where true love never dies...After a horrible accident claims the lives of her family, sixteen-year-old Ever Bloom can see people's auras, hear their thoughts, and know someone's entire life story by touching them. Going out of her way to avoid human contact to suppress her abilities, she has been branded a freak at her new high school—but everything changes when she meets Damen Auguste.Damen is gorgeous, exotic and wealthy. He's the only one who can silence the noise and random energy in her head—wielding a magic so intense, it's as though he can peer straight into her soul. As Ever is drawn deeper into his enticing world of secrets and mystery, she's left with more questions than answers. And she has no idea just who he really is—or what he is. The only thing she knows to be true is that she's falling deeply and helplessly in love with him.",English,"[""Young Adult"", ""Fantasy"", ""Paranormal"", ""Romance"", ""Paranormal Romance"", ""Supernatural"", ""Fiction"", ""Urban Fantasy"", ""Vampires"", ""Magic""]",301,St. Martin's Griffin,02/03/09,262776,"[""79855"", ""65550"", ""65755"", ""32582"", ""19034""]",80,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336360l/3975774.jpg
